0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,1
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,9
0,30,10,0,-60,0,0,-45,90,-45,5,0,0,0,0,0,36,7,6,-65,0,0,-45,90,-45,-5,0,0,0,0,2
0,30,10,0,-60,0,15,-45,90,-45,-15,0,0,0,0,0,36,7,6,-65,0,15,-55,110,-55,-15,0,0,0,0,4
0,30,10,0,-60,0,15,-45,90,-45,-40,0,0,0,0,0,30,10,0,-60,0,15,-45,90,-45,0,0,0,0,0,2
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,2
0,30,10,0,-60,0,0,-45,90,-45,5,0,0,0,0,0,36,7,6,-65,0,0,-45,90,-45,-5,0,0,0,0,2
0,30,10,0,-60,0,15,-45,90,-45,-15,0,0,0,0,0,36,7,6,-65,0,15,-55,110,-55,-15,0,0,0,0,4
0,30,10,0,-60,0,15,-45,90,-45,-40,0,0,0,0,0,30,10,0,-60,0,15,-45,90,-45,0,0,0,0,0,2
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,2
0,30,10,0,-60,0,0,-45,90,-45,5,0,0,0,0,0,36,7,6,-65,0,0,-45,90,-45,-5,0,0,0,0,2
0,30,10,0,-60,0,15,-45,90,-45,-15,0,0,0,0,0,36,7,6,-65,0,15,-55,110,-55,-15,0,0,0,0,4
0,30,10,0,-60,0,15,-45,90,-45,-40,0,0,0,0,0,30,10,0,-60,0,15,-45,90,-45,0,0,0,0,0,2
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,2
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,2
