0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,3
0,30,10,0,-60,0,0,-45,90,-45,-10,0,0,0,0,0,30,10,0,-60,0,0,-45,90,-45,5,0,0,0,0,5
0,30,10,0,-60,20,5,-50,100,-50,-10,0,0,0,0,0,30,10,0,-60,20,0,-45,90,-45,5,0,0,0,0,3
0,30,10,0,-60,20,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,20,5,-45,90,-45,-15,0,0,0,0,4
0,30,10,0,-60,20,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,20,5,-45,90,-45,-15,0,0,0,0,3
0,30,10,0,-60,0,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,0,5,-50,100,-50,-15,0,0,0,0,3
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,4
0,30,10,0,-60,0,0,-45,90,-45,-10,0,0,0,0,0,30,10,0,-60,0,0,-45,90,-45,5,0,0,0,0,5
0,30,10,0,-60,20,5,-50,100,-50,-10,0,0,0,0,0,30,10,0,-60,20,0,-45,90,-45,5,0,0,0,0,3
0,30,10,0,-60,20,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,20,5,-45,90,-45,-15,0,0,0,0,4
0,30,10,0,-60,20,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,20,5,-45,90,-45,-15,0,0,0,0,3
0,30,10,0,-60,0,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,0,5,-50,100,-50,-15,0,0,0,0,3
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,4
0,30,10,0,-60,0,0,-45,90,-45,-10,0,0,0,0,0,30,10,0,-60,0,0,-45,90,-45,5,0,0,0,0,5
0,30,10,0,-60,20,5,-50,100,-50,-10,0,0,0,0,0,30,10,0,-60,20,0,-45,90,-45,5,0,0,0,0,3
0,30,10,0,-60,20,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,20,5,-45,90,-45,-15,0,0,0,0,4
0,30,10,0,-60,20,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,20,5,-45,90,-45,-15,0,0,0,0,3
0,30,10,0,-60,0,5,-45,90,-45,5,0,0,0,0,0,30,10,0,-60,0,5,-50,100,-50,-15,0,0,0,0,3
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,4
