0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,10
0,0,15,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,15,0,0,0,15,0,0,0,-25,0,0,0,0,20
0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,0,0,15,0,0,0,20,-30,60,-30,-50,0,0,0,0,10
-15,-30,15,0,-45,0,10,10,0,-10,-10,0,0,0,0,0,30,15,0,0,0,-5,-20,10,10,5,0,0,0,0,10
0,0,15,0,0,0,15,-30,60,-30,-45,0,0,0,0,0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,10
15,30,0,0,0,0,-5,-20,10,10,5,0,0,0,0,0,-30,0,0,-45,0,10,10,0,-10,-10,0,0,0,0,10
0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,0,0,15,0,0,0,20,-30,60,-30,-50,0,0,0,0,10
-15,-30,15,0,-45,0,10,10,0,-10,-10,0,0,0,0,0,30,15,0,0,0,-5,-20,10,10,5,0,0,0,0,10
0,0,15,0,0,0,15,-30,60,-30,-45,0,0,0,0,0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,10
15,30,0,0,0,0,-5,-20,10,10,5,0,0,0,0,0,-30,0,0,-45,0,10,10,0,-10,-10,0,0,0,0,10
0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,0,0,15,0,0,0,20,-30,60,-30,-50,0,0,0,0,10
-15,-30,15,0,-45,0,10,10,0,-10,-10,0,0,0,0,0,30,15,0,0,0,-5,-20,10,10,5,0,0,0,0,10
0,0,15,0,0,0,15,-30,60,-30,-45,0,0,0,0,0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,10
15,30,0,0,0,0,-5,-20,10,10,5,0,0,0,0,0,-30,0,0,-45,0,10,10,0,-10,-10,0,0,0,0,10
0,0,15,0,0,0,-15,0,0,0,15,0,0,0,0,0,0,15,0,0,0,20,-30,60,-30,-50,0,0,0,0,10
0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,0,30,10,0,-60,0,5,-45,90,-45,-5,0,0,0,0,10
